cell_label,subclass,supertype,class,neurotransmitter,parcellation_structure,parcellation_substructure,parcellation_division
1018093344101620166-3,217 PB Lmx1a Glut,0901 PB Lmx1a Glut_7,23 P Glut,Glut,PB,PB-unassigned,P
1018093344100610305-1,217 PB Lmx1a Glut,0901 PB Lmx1a Glut_7,23 P Glut,Glut,PB,PB-unassigned,P
1018093344101620151-3,217 PB Lmx1a Glut,0901 PB Lmx1a Glut_7,23 P Glut,Glut,PB,PB-unassigned,P
1018093344101480301-2,217 PB Lmx1a Glut,0901 PB Lmx1a Glut_7,23 P Glut,Glut,PB,PB-unassigned,P
1018093344101320609-2,268 CS-PRNr-DR En1 Sox2 Gaba,1048 CS-PRNr-DR En1 Sox2 Gaba_2,26 P GABA,GABA,PB,PB-unassigned,P
1018093344101320622-3,268 CS-PRNr-DR En1 Sox2 Gaba,1048 CS-PRNr-DR En1 Sox2 Gaba_2,26 P GABA,GABA,PB,PB-unassigned,P
1018093344100620088-1,243 PGRN-PARN-MDRN Hoxb5 Glut,0979 PGRN-PARN-MDRN Hoxb5 Glut_7,24 MY Glut,Glut,PB,KF,P
1018093344201480446,243 PGRN-PARN-MDRN Hoxb5 Glut,0978 PGRN-PARN-MDRN Hoxb5 Glut_6,24 MY Glut,Glut,PB,KF,P
1018093344101620348-3,228 PSV Pvalb Lhx2 Glut,0939 PSV Pvalb Lhx2 Glut_1,23 P Glut,Glut,PB,KF,P
1018093344101170681-1,272 LDT-PCG-CS Gata3 Lhx1 Gaba,1056 LDT-PCG-CS Gata3 Lhx1 Gaba_1,26 P GABA,GABA,LDT,LDT,P
1018093344100890330-1,195 SNr-VTA Pax5 Npas1 Gaba,0800 SNr-VTA Pax5 Npas1 Gaba_1,20 MB GABA,GABA,LDT,LDT,P
1018093344101170489-4,195 SNr-VTA Pax5 Npas1 Gaba,0800 SNr-VTA Pax5 Npas1 Gaba_1,20 MB GABA,GABA,LDT,LDT,P
1018093344101470190-2,245 SPVI-SPVC Tlx3 Ebf3 Glut,0982 SPVI-SPVC Tlx3 Ebf3 Glut_2,24 MY Glut,Glut,PB,PB-unassigned,P
1018093344101460526-4,245 SPVI-SPVC Tlx3 Ebf3 Glut,0982 SPVI-SPVC Tlx3 Ebf3 Glut_2,24 MY Glut,Glut,PB,PB-unassigned,P
1018093344100740475-2,222 PB Evx2 Glut,0921 PB Evx2 Glut_8,23 P Glut,Glut,PB,PB-unassigned,P
1018093344101470436-3,222 PB Evx2 Glut,0921 PB Evx2 Glut_8,23 P Glut,Glut,PB,PB-unassigned,P
1018093344100740608,222 PB Evx2 Glut,0921 PB Evx2 Glut_8,23 P Glut,Glut,PB,PB-unassigned,P
1018093344100750259,222 PB Evx2 Glut,0921 PB Evx2 Glut_8,23 P Glut,Glut,PB,PB-unassigned,P
1018093344101470051-1,222 PB Evx2 Glut,0921 PB Evx2 Glut_8,23 P Glut,Glut,PB,PB-unassigned,P
1018093344101460058-1,222 PB Evx2 Glut,0921 PB Evx2 Glut_8,23 P Glut,Glut,PB,PB-unassigned,P
1018093344101460206-4,222 PB Evx2 Glut,0921 PB Evx2 Glut_8,23 P Glut,Glut,PB,PB-unassigned,P
1018093344101470495-1,222 PB Evx2 Glut,0921 PB Evx2 Glut_8,23 P Glut,Glut,PB,PB-unassigned,P
1018093344100740123-2,222 PB Evx2 Glut,0921 PB Evx2 Glut_8,23 P Glut,Glut,PB,PB-unassigned,P
1018093344101470343-4,222 PB Evx2 Glut,0921 PB Evx2 Glut_8,23 P Glut,Glut,PB,PB-unassigned,P
1018093344101460583-3,222 PB Evx2 Glut,0921 PB Evx2 Glut_8,23 P Glut,Glut,PB,PB-unassigned,P
1018093344101460208-4,222 PB Evx2 Glut,0921 PB Evx2 Glut_8,23 P Glut,Glut,PB,PB-unassigned,P
1018093344101460199-3,222 PB Evx2 Glut,0921 PB Evx2 Glut_8,23 P Glut,Glut,PB,PB-unassigned,P
1018093344100740628-1,222 PB Evx2 Glut,0921 PB Evx2 Glut_8,23 P Glut,Glut,PB,PB-unassigned,P
1018093344101470165-4,222 PB Evx2 Glut,0921 PB Evx2 Glut_8,23 P Glut,Glut,PB,PB-unassigned,P
1018093344101470203-4,222 PB Evx2 Glut,0921 PB Evx2 Glut_8,23 P Glut,Glut,PB,PB-unassigned,P
1018093344100740187,222 PB Evx2 Glut,0921 PB Evx2 Glut_8,23 P Glut,Glut,PB,PB-unassigned,P
1018093344100750143-1,222 PB Evx2 Glut,0921 PB Evx2 Glut_8,23 P Glut,Glut,PB,PB-unassigned,P
1018093344101470297-3,219 PB-SUT Tlx3 Lhx2 Glut,0903 PB-SUT Tlx3 Lhx2 Glut_1,23 P Glut,Glut,PB,PB-unassigned,P
1018093344100740583-1,220 PB Pax5 Glut,0904 PB Pax5 Glut_1,23 P Glut,Glut,PB,PB-unassigned,P
1018093344101470291-3,222 PB Evx2 Glut,0917 PB Evx2 Glut_4,23 P Glut,Glut,PB,PB-unassigned,P
1018093344100740597-1,222 PB Evx2 Glut,0917 PB Evx2 Glut_4,23 P Glut,Glut,PB,PB-unassigned,P
1018093344100740294,220 PB Pax5 Glut,0904 PB Pax5 Glut_1,23 P Glut,Glut,PB,PB-unassigned,P
1018093344101470420-1,222 PB Evx2 Glut,0917 PB Evx2 Glut_4,23 P Glut,Glut,PB,PB-unassigned,P
1018093344101470361-2,222 PB Evx2 Glut,0917 PB Evx2 Glut_4,23 P Glut,Glut,PB,PB-unassigned,P
1018093344100740685-1,222 PB Evx2 Glut,0921 PB Evx2 Glut_8,23 P Glut,Glut,PB,PB-unassigned,P
1018093344101470236-3,222 PB Evx2 Glut,0921 PB Evx2 Glut_8,23 P Glut,Glut,PB,PB-unassigned,P
1018093344100740456,222 PB Evx2 Glut,0921 PB Evx2 Glut_8,23 P Glut,Glut,PB,PB-unassigned,P
1018093344101320094-3,222 PB Evx2 Glut,0921 PB Evx2 Glut_8,23 P Glut,Glut,LDT,LDT,P
1018093344100740374-1,222 PB Evx2 Glut,0921 PB Evx2 Glut_8,23 P Glut,Glut,PB,PB-unassigned,P
1018093344101320129-3,222 PB Evx2 Glut,0921 PB Evx2 Glut_8,23 P Glut,Glut,LDT,LDT,P
1018093344100750363-1,222 PB Evx2 Glut,0921 PB Evx2 Glut_8,23 P Glut,Glut,PB,PB-unassigned,P
1018093344100740704-1,222 PB Evx2 Glut,0921 PB Evx2 Glut_8,23 P Glut,Glut,PB,PB-unassigned,P
1018093344100750055-1,222 PB Evx2 Glut,0921 PB Evx2 Glut_8,23 P Glut,Glut,PB,PB-unassigned,P
1018093344100610490-1,220 PB Pax5 Glut,0905 PB Pax5 Glut_2,23 P Glut,Glut,PB,PB-unassigned,P
1018093344100610235-1,220 PB Pax5 Glut,0905 PB Pax5 Glut_2,23 P Glut,Glut,PB,PB-unassigned,P
1018093344101470381-2,220 PB Pax5 Glut,0905 PB Pax5 Glut_2,23 P Glut,Glut,PB,PB-unassigned,P
1018093344100470565-1,220 PB Pax5 Glut,0905 PB Pax5 Glut_2,23 P Glut,Glut,PB,PB-unassigned,P
1018093344100610253-1,220 PB Pax5 Glut,0905 PB Pax5 Glut_2,23 P Glut,Glut,PB,PB-unassigned,P
1018093344100470480-2,220 PB Pax5 Glut,0905 PB Pax5 Glut_2,23 P Glut,Glut,PB,KF,P
1018093344101620144-3,220 PB Pax5 Glut,0905 PB Pax5 Glut_2,23 P Glut,Glut,PB,KF,P
1018093344101620216-3,220 PB Pax5 Glut,0905 PB Pax5 Glut_2,23 P Glut,Glut,PB,KF,P
1018093344100610267-1,220 PB Pax5 Glut,0905 PB Pax5 Glut_2,23 P Glut,Glut,PB,PB-unassigned,P
1018093344100610429-1,220 PB Pax5 Glut,0905 PB Pax5 Glut_2,23 P Glut,Glut,PB,PB-unassigned,P
1018093344101470654-2,220 PB Pax5 Glut,0905 PB Pax5 Glut_2,23 P Glut,Glut,PB,PB-unassigned,P
1018093344201620098,220 PB Pax5 Glut,0905 PB Pax5 Glut_2,23 P Glut,Glut,PB,KF,P
1018093344101620143-1,097 PVHd-SBPV Six3 Prox1 Gaba,0443 PVHd-SBPV Six3 Prox1 Gaba_2,12 HY GABA,GABA,PB,PB-unassigned,P
1018093344100470562,220 PB Pax5 Glut,0905 PB Pax5 Glut_2,23 P Glut,Glut,PB,PB-unassigned,P
1018093344101470603-2,220 PB Pax5 Glut,0905 PB Pax5 Glut_2,23 P Glut,Glut,PB,PB-unassigned,P
1018093344100600566,220 PB Pax5 Glut,0905 PB Pax5 Glut_2,23 P Glut,Glut,PB,PB-unassigned,P
1018093344101470557-2,220 PB Pax5 Glut,0905 PB Pax5 Glut_2,23 P Glut,Glut,PB,PB-unassigned,P
1018093344101610147-3,220 PB Pax5 Glut,0905 PB Pax5 Glut_2,23 P Glut,Glut,PB,PB-unassigned,P
1018093344100610149-1,220 PB Pax5 Glut,0905 PB Pax5 Glut_2,23 P Glut,Glut,PB,PB-unassigned,P
1018093344100610511-1,220 PB Pax5 Glut,0905 PB Pax5 Glut_2,23 P Glut,Glut,PB,PB-unassigned,P
1018093344101620277-4,220 PB Pax5 Glut,0905 PB Pax5 Glut_2,23 P Glut,Glut,PB,KF,P
1018093344100610137,220 PB Pax5 Glut,0905 PB Pax5 Glut_2,23 P Glut,Glut,PB,PB-unassigned,P
1018093344100610413-1,220 PB Pax5 Glut,0905 PB Pax5 Glut_2,23 P Glut,Glut,PB,PB-unassigned,P
1018093344101470168-3,220 PB Pax5 Glut,0904 PB Pax5 Glut_1,23 P Glut,Glut,PB,PB-unassigned,P
1018093344100610140,220 PB Pax5 Glut,0905 PB Pax5 Glut_2,23 P Glut,Glut,PB,PB-unassigned,P
1018093344101470612-2,220 PB Pax5 Glut,0905 PB Pax5 Glut_2,23 P Glut,Glut,PB,PB-unassigned,P
1018093344100610075-1,220 PB Pax5 Glut,0905 PB Pax5 Glut_2,23 P Glut,Glut,PB,PB-unassigned,P
1018093344100890550-1,216 MB-MY Tph2 Glut-Sero,0891 MB-MY Tph2 Glut-Sero_4,22 MB-HB Sero,Sero,LDT,LDT,P
1018093344101180596-2,216 MB-MY Tph2 Glut-Sero,0891 MB-MY Tph2 Glut-Sero_4,22 MB-HB Sero,Sero,LDT,LDT,P
1018093344100620049-1,247 MV-SPIV Phox2b Ebf3 Lbx1 Glut,0992 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1,24 MY Glut,Glut,PB,KF,P
1018093344101470208-3,182 CUN-PPN Evx2 Meis2 Glut,0778 CUN-PPN Evx2 Meis2 Glut_3,19 MB Glut,Chol,PB,PB-unassigned,P
1018093344101460404-2,182 CUN-PPN Evx2 Meis2 Glut,0778 CUN-PPN Evx2 Meis2 Glut_3,19 MB Glut,Chol,PB,PB-unassigned,P
1018093344100740303-1,182 CUN-PPN Evx2 Meis2 Glut,0778 CUN-PPN Evx2 Meis2 Glut_3,19 MB Glut,Chol,PB,PB-unassigned,P
1018093344100610332-1,182 CUN-PPN Evx2 Meis2 Glut,0778 CUN-PPN Evx2 Meis2 Glut_3,19 MB Glut,Chol,PB,PB-unassigned,P
1018093344101460233-4,182 CUN-PPN Evx2 Meis2 Glut,0778 CUN-PPN Evx2 Meis2 Glut_3,19 MB Glut,Chol,PB,PB-unassigned,P
1018093344100750088-1,182 CUN-PPN Evx2 Meis2 Glut,0778 CUN-PPN Evx2 Meis2 Glut_3,19 MB Glut,Chol,PB,PB-unassigned,P
1018093344101470269-3,182 CUN-PPN Evx2 Meis2 Glut,0778 CUN-PPN Evx2 Meis2 Glut_3,19 MB Glut,Chol,PB,PB-unassigned,P
1018093344100610534-1,243 PGRN-PARN-MDRN Hoxb5 Glut,0979 PGRN-PARN-MDRN Hoxb5 Glut_7,24 MY Glut,Glut,PB,PB-unassigned,P
1018093344101460355-4,192 PPN-CUN-PCG Otp En1 Gaba,0794 PPN-CUN-PCG Otp En1 Gaba_3,20 MB GABA,GABA,PB,PB-unassigned,P
1018093344100600552,222 PB Evx2 Glut,0916 PB Evx2 Glut_3,23 P Glut,Glut,PB,PB-unassigned,P
1018093344101460552-4,222 PB Evx2 Glut,0915 PB Evx2 Glut_2,23 P Glut,Glut,PB,PB-unassigned,P
1018093344101470338-4,222 PB Evx2 Glut,0915 PB Evx2 Glut_2,23 P Glut,Glut,PB,PB-unassigned,P
1018093344100470495-1,228 PSV Pvalb Lhx2 Glut,0940 PSV Pvalb Lhx2 Glut_2,23 P Glut,Glut,PB,KF,P
1018093344100470362-1,228 PSV Pvalb Lhx2 Glut,0940 PSV Pvalb Lhx2 Glut_2,23 P Glut,Glut,PB,KF,P
1018093344100470266-2,228 PSV Pvalb Lhx2 Glut,0940 PSV Pvalb Lhx2 Glut_2,23 P Glut,Glut,PB,KF,P
1018093344100470590-1,228 PSV Pvalb Lhx2 Glut,0940 PSV Pvalb Lhx2 Glut_2,23 P Glut,Glut,PB,KF,P
1018093344101180496-3,276 LDT-PCG St18 Gaba,1067 LDT-PCG St18 Gaba_1,26 P GABA,GABA,LDT,LDT,P
1018093344101180553-1,276 LDT-PCG St18 Gaba,1067 LDT-PCG St18 Gaba_1,26 P GABA,GABA,LDT,LDT,P
1018093344101180664-3,276 LDT-PCG St18 Gaba,1067 LDT-PCG St18 Gaba_1,26 P GABA,GABA,LDT,LDT,P
1018093344100740252,222 PB Evx2 Glut,0921 PB Evx2 Glut_8,23 P Glut,Glut,PB,PB-unassigned,P
1018093344100740423-1,222 PB Evx2 Glut,0921 PB Evx2 Glut_8,23 P Glut,Glut,PB,PB-unassigned,P
1018093344100740189-2,222 PB Evx2 Glut,0917 PB Evx2 Glut_4,23 P Glut,Glut,PB,PB-unassigned,P
1018093344101460401-2,192 PPN-CUN-PCG Otp En1 Gaba,0794 PPN-CUN-PCG Otp En1 Gaba_3,20 MB GABA,GABA,PB,PB-unassigned,P
1018093344101460195-3,192 PPN-CUN-PCG Otp En1 Gaba,0794 PPN-CUN-PCG Otp En1 Gaba_3,20 MB GABA,GABA,PB,PB-unassigned,P
1018093344101460202-4,192 PPN-CUN-PCG Otp En1 Gaba,0794 PPN-CUN-PCG Otp En1 Gaba_3,20 MB GABA,GABA,PB,PB-unassigned,P
1018093344100740367-1,192 PPN-CUN-PCG Otp En1 Gaba,0794 PPN-CUN-PCG Otp En1 Gaba_3,20 MB GABA,GABA,PB,PB-unassigned,P
1018093344101460306-2,192 PPN-CUN-PCG Otp En1 Gaba,0794 PPN-CUN-PCG Otp En1 Gaba_3,20 MB GABA,GABA,PB,PB-unassigned,P
1018093344100740352-1,192 PPN-CUN-PCG Otp En1 Gaba,0794 PPN-CUN-PCG Otp En1 Gaba_3,20 MB GABA,GABA,PB,PB-unassigned,P
1018093344100740277-1,192 PPN-CUN-PCG Otp En1 Gaba,0794 PPN-CUN-PCG Otp En1 Gaba_3,20 MB GABA,GABA,PB,PB-unassigned,P
1018093344101460330-4,192 PPN-CUN-PCG Otp En1 Gaba,0794 PPN-CUN-PCG Otp En1 Gaba_3,20 MB GABA,GABA,PB,PB-unassigned,P
1018093344101470331-2,243 PGRN-PARN-MDRN Hoxb5 Glut,0979 PGRN-PARN-MDRN Hoxb5 Glut_7,24 MY Glut,Glut,PB,PB-unassigned,P
1018093344100610521-1,243 PGRN-PARN-MDRN Hoxb5 Glut,0979 PGRN-PARN-MDRN Hoxb5 Glut_7,24 MY Glut,Glut,PB,PB-unassigned,P
1018093344101470489-3,182 CUN-PPN Evx2 Meis2 Glut,0778 CUN-PPN Evx2 Meis2 Glut_3,19 MB Glut,Chol,PB,PB-unassigned,P
1018093344101460281-4,182 CUN-PPN Evx2 Meis2 Glut,0778 CUN-PPN Evx2 Meis2 Glut_3,19 MB Glut,Chol,PB,PB-unassigned,P
1018093344101620156-2,243 PGRN-PARN-MDRN Hoxb5 Glut,0979 PGRN-PARN-MDRN Hoxb5 Glut_7,24 MY Glut,Glut,PB,PB-unassigned,P
1018093344101460473-4,223 B-PB Nr4a2 Glut,0923 B-PB Nr4a2 Glut_1,23 P Glut,Glut,PB,PB-unassigned,P
1018093344101330621-3,243 PGRN-PARN-MDRN Hoxb5 Glut,0979 PGRN-PARN-MDRN Hoxb5 Glut_7,24 MY Glut,Glut,PB,PB-unassigned,P
1018093344100890563,243 PGRN-PARN-MDRN Hoxb5 Glut,0979 PGRN-PARN-MDRN Hoxb5 Glut_7,24 MY Glut,Glut,LDT,LDT,P
1018093344101480180-1,243 PGRN-PARN-MDRN Hoxb5 Glut,0979 PGRN-PARN-MDRN Hoxb5 Glut_7,24 MY Glut,Glut,PB,PB-unassigned,P
1018093344100890602,243 PGRN-PARN-MDRN Hoxb5 Glut,0979 PGRN-PARN-MDRN Hoxb5 Glut_7,24 MY Glut,Glut,LDT,LDT,P
1018093344101470284-2,243 PGRN-PARN-MDRN Hoxb5 Glut,0979 PGRN-PARN-MDRN Hoxb5 Glut_7,24 MY Glut,Glut,PB,PB-unassigned,P
1018093344100610447-1,243 PGRN-PARN-MDRN Hoxb5 Glut,0979 PGRN-PARN-MDRN Hoxb5 Glut_7,24 MY Glut,Glut,PB,PB-unassigned,P
1018093344100610160,243 PGRN-PARN-MDRN Hoxb5 Glut,0979 PGRN-PARN-MDRN Hoxb5 Glut_7,24 MY Glut,Glut,PB,PB-unassigned,P
1018093344100610378-1,246 CU-ECU-SPVI Foxb1 Glut,0988 CU-ECU-SPVI Foxb1 Glut_1,24 MY Glut,Glut,PB,PB-unassigned,P
1018093344100890587,192 PPN-CUN-PCG Otp En1 Gaba,0793 PPN-CUN-PCG Otp En1 Gaba_2,20 MB GABA,GABA,LDT,LDT,P
1018093344100750097-1,243 PGRN-PARN-MDRN Hoxb5 Glut,0979 PGRN-PARN-MDRN Hoxb5 Glut_7,24 MY Glut,Glut,PB,PB-unassigned,P
1018093344100610077-1,243 PGRN-PARN-MDRN Hoxb5 Glut,0979 PGRN-PARN-MDRN Hoxb5 Glut_7,24 MY Glut,Glut,PB,KF,P
1018093344101620282-3,243 PGRN-PARN-MDRN Hoxb5 Glut,0979 PGRN-PARN-MDRN Hoxb5 Glut_7,24 MY Glut,Glut,PB,KF,P
1018093344101620329-5,243 PGRN-PARN-MDRN Hoxb5 Glut,0979 PGRN-PARN-MDRN Hoxb5 Glut_7,24 MY Glut,Glut,PB,KF,P
1018093344101620353-2,243 PGRN-PARN-MDRN Hoxb5 Glut,0979 PGRN-PARN-MDRN Hoxb5 Glut_7,24 MY Glut,Glut,PB,KF,P
1018093344101030077-1,276 LDT-PCG St18 Gaba,1068 LDT-PCG St18 Gaba_2,26 P GABA,GABA,LDT,LDT,P
1018093344100890547,276 LDT-PCG St18 Gaba,1067 LDT-PCG St18 Gaba_1,26 P GABA,GABA,LDT,LDT,P
1018093344100890613,276 LDT-PCG St18 Gaba,1067 LDT-PCG St18 Gaba_1,26 P GABA,GABA,LDT,LDT,P
1018093344100890487,276 LDT-PCG St18 Gaba,1067 LDT-PCG St18 Gaba_1,26 P GABA,GABA,LDT,LDT,P
1018093344101460524-4,192 PPN-CUN-PCG Otp En1 Gaba,0794 PPN-CUN-PCG Otp En1 Gaba_3,20 MB GABA,GABA,PB,PB-unassigned,P
1018093344101460239-3,192 PPN-CUN-PCG Otp En1 Gaba,0794 PPN-CUN-PCG Otp En1 Gaba_3,20 MB GABA,GABA,PB,PB-unassigned,P
1018093344101180504-1,277 DTN-LDT-IPN Otp Pax3 Gaba,1069 DTN-LDT-IPN Otp Pax3 Gaba_1,26 P GABA,GABA,LDT,LDT,P
1018093344101030244-3,277 DTN-LDT-IPN Otp Pax3 Gaba,1069 DTN-LDT-IPN Otp Pax3 Gaba_1,26 P GABA,GABA,LDT,LDT,P
1018093344100890481-2,277 DTN-LDT-IPN Otp Pax3 Gaba,1069 DTN-LDT-IPN Otp Pax3 Gaba_1,26 P GABA,GABA,LDT,LDT,P
1018093344101180487-2,277 DTN-LDT-IPN Otp Pax3 Gaba,1069 DTN-LDT-IPN Otp Pax3 Gaba_1,26 P GABA,GABA,LDT,LDT,P
1018093344101180682-1,277 DTN-LDT-IPN Otp Pax3 Gaba,1069 DTN-LDT-IPN Otp Pax3 Gaba_1,26 P GABA,GABA,LDT,LDT,P
1018093344101480221-2,285 MY Lhx1 Gly-Gaba,1091 MY Lhx1 Gly-Gaba_3,27 MY GABA,GABA-Glyc,PB,PB-unassigned,P
1018093344101180491-2,270 LDT-DTN Gata3 Nfix Gaba,1051 LDT-DTN Gata3 Nfix Gaba_2,26 P GABA,GABA,LDT,LDT,P
1018093344101180348-2,270 LDT-DTN Gata3 Nfix Gaba,1050 LDT-DTN Gata3 Nfix Gaba_1,26 P GABA,GABA,LDT,LDT,P
1018093344101030265-1,270 LDT-DTN Gata3 Nfix Gaba,1050 LDT-DTN Gata3 Nfix Gaba_1,26 P GABA,GABA,DTN,DTN,P
1018093344100890590-1,270 LDT-DTN Gata3 Nfix Gaba,1050 LDT-DTN Gata3 Nfix Gaba_1,26 P GABA,GABA,LDT,LDT,P
1018093344101030315-2,270 LDT-DTN Gata3 Nfix Gaba,1050 LDT-DTN Gata3 Nfix Gaba_1,26 P GABA,GABA,DTN,DTN,P
1018093344101030313-3,270 LDT-DTN Gata3 Nfix Gaba,1050 LDT-DTN Gata3 Nfix Gaba_1,26 P GABA,GABA,DTN,DTN,P
1018093344101030337-2,270 LDT-DTN Gata3 Nfix Gaba,1050 LDT-DTN Gata3 Nfix Gaba_1,26 P GABA,GABA,DTN,DTN,P
1018093344101030312-4,270 LDT-DTN Gata3 Nfix Gaba,1050 LDT-DTN Gata3 Nfix Gaba_1,26 P GABA,GABA,LDT,LDT,P
1018093344101030112-2,270 LDT-DTN Gata3 Nfix Gaba,1050 LDT-DTN Gata3 Nfix Gaba_1,26 P GABA,GABA,LDT,LDT,P
1018093344101030276-3,270 LDT-DTN Gata3 Nfix Gaba,1050 LDT-DTN Gata3 Nfix Gaba_1,26 P GABA,GABA,DTN,DTN,P
1018093344101030220-3,270 LDT-DTN Gata3 Nfix Gaba,1050 LDT-DTN Gata3 Nfix Gaba_1,26 P GABA,GABA,LDT,LDT,P
1018093344100890326-2,272 LDT-PCG-CS Gata3 Lhx1 Gaba,1056 LDT-PCG-CS Gata3 Lhx1 Gaba_1,26 P GABA,GABA,LDT,LDT,P
1018093344101030100-1,272 LDT-PCG-CS Gata3 Lhx1 Gaba,1056 LDT-PCG-CS Gata3 Lhx1 Gaba_1,26 P GABA,GABA,LDT,LDT,P
1018093344100890417-1,272 LDT-PCG-CS Gata3 Lhx1 Gaba,1056 LDT-PCG-CS Gata3 Lhx1 Gaba_1,26 P GABA,GABA,LDT,LDT,P
1018093344100890445-2,272 LDT-PCG-CS Gata3 Lhx1 Gaba,1056 LDT-PCG-CS Gata3 Lhx1 Gaba_1,26 P GABA,GABA,LDT,LDT,P
1018093344100890577-1,270 LDT-DTN Gata3 Nfix Gaba,1051 LDT-DTN Gata3 Nfix Gaba_2,26 P GABA,GABA,LDT,LDT,P
1018093344101180560-2,272 LDT-PCG-CS Gata3 Lhx1 Gaba,1056 LDT-PCG-CS Gata3 Lhx1 Gaba_1,26 P GABA,GABA,LDT,LDT,P
1018093344100890451-1,272 LDT-PCG-CS Gata3 Lhx1 Gaba,1056 LDT-PCG-CS Gata3 Lhx1 Gaba_1,26 P GABA,GABA,LDT,LDT,P
1018093344100890572,272 LDT-PCG-CS Gata3 Lhx1 Gaba,1056 LDT-PCG-CS Gata3 Lhx1 Gaba_1,26 P GABA,GABA,LDT,LDT,P
1018093344101170744,272 LDT-PCG-CS Gata3 Lhx1 Gaba,1056 LDT-PCG-CS Gata3 Lhx1 Gaba_1,26 P GABA,GABA,LDT,LDT,P
1018093344101180608-3,272 LDT-PCG-CS Gata3 Lhx1 Gaba,1056 LDT-PCG-CS Gata3 Lhx1 Gaba_1,26 P GABA,GABA,LDT,LDT,P
1018093344100610503-1,285 MY Lhx1 Gly-Gaba,1093 MY Lhx1 Gly-Gaba_5,27 MY GABA,GABA-Glyc,PB,PB-unassigned,P
1018093344101470493-3,222 PB Evx2 Glut,0922 PB Evx2 Glut_9,23 P Glut,Glut,PB,PB-unassigned,P
1018093344100750277-1,223 B-PB Nr4a2 Glut,0923 B-PB Nr4a2 Glut_1,23 P Glut,Glut,PB,PB-unassigned,P
1018093344101330540-1,223 B-PB Nr4a2 Glut,0923 B-PB Nr4a2 Glut_1,23 P Glut,Glut,PB,PB-unassigned,P
1018093344101470303-4,223 B-PB Nr4a2 Glut,0923 B-PB Nr4a2 Glut_1,23 P Glut,Glut,PB,PB-unassigned,P
1018093344100750089-1,223 B-PB Nr4a2 Glut,0923 B-PB Nr4a2 Glut_1,23 P Glut,Glut,PB,PB-unassigned,P
1018093344101620169-4,243 PGRN-PARN-MDRN Hoxb5 Glut,0977 PGRN-PARN-MDRN Hoxb5 Glut_5,24 MY Glut,Glut,PB,KF,P
1018093344101470256-3,285 MY Lhx1 Gly-Gaba,1089 MY Lhx1 Gly-Gaba_1,27 MY GABA,GABA,PB,PB-unassigned,P
1018093344100890444,276 LDT-PCG St18 Gaba,1067 LDT-PCG St18 Gaba_1,26 P GABA,GABA,LDT,LDT,P
1018093344101180507-3,276 LDT-PCG St18 Gaba,1067 LDT-PCG St18 Gaba_1,26 P GABA,GABA,LDT,LDT,P
1018093344100890635,276 LDT-PCG St18 Gaba,1067 LDT-PCG St18 Gaba_1,26 P GABA,GABA,LDT,LDT,P
1018093344101320063-3,276 LDT-PCG St18 Gaba,1067 LDT-PCG St18 Gaba_1,26 P GABA,GABA,LDT,LDT,P
1018093344101170487-2,276 LDT-PCG St18 Gaba,1067 LDT-PCG St18 Gaba_1,26 P GABA,GABA,LDT,LDT,P
1018093344101180691-2,276 LDT-PCG St18 Gaba,1067 LDT-PCG St18 Gaba_1,26 P GABA,GABA,LDT,LDT,P
1018093344101470109-4,222 PB Evx2 Glut,0922 PB Evx2 Glut_9,23 P Glut,Glut,PB,PB-unassigned,P
1018093344100610557,219 PB-SUT Tlx3 Lhx2 Glut,0903 PB-SUT Tlx3 Lhx2 Glut_1,23 P Glut,Glut,PB,PB-unassigned,P
1018093344100750146-1,219 PB-SUT Tlx3 Lhx2 Glut,0903 PB-SUT Tlx3 Lhx2 Glut_1,23 P Glut,Glut,PB,PB-unassigned,P
1018093344100610601,219 PB-SUT Tlx3 Lhx2 Glut,0903 PB-SUT Tlx3 Lhx2 Glut_1,23 P Glut,Glut,PB,PB-unassigned,P
1018093344100610482-1,219 PB-SUT Tlx3 Lhx2 Glut,0903 PB-SUT Tlx3 Lhx2 Glut_1,23 P Glut,Glut,PB,PB-unassigned,P
1018093344100750096-1,219 PB-SUT Tlx3 Lhx2 Glut,0903 PB-SUT Tlx3 Lhx2 Glut_1,23 P Glut,Glut,PB,PB-unassigned,P
1018093344100750105-1,219 PB-SUT Tlx3 Lhx2 Glut,0903 PB-SUT Tlx3 Lhx2 Glut_1,23 P Glut,Glut,PB,PB-unassigned,P
1018093344100750063-1,219 PB-SUT Tlx3 Lhx2 Glut,0903 PB-SUT Tlx3 Lhx2 Glut_1,23 P Glut,Glut,PB,PB-unassigned,P
1018093344100750142,219 PB-SUT Tlx3 Lhx2 Glut,0903 PB-SUT Tlx3 Lhx2 Glut_1,23 P Glut,Glut,PB,PB-unassigned,P
1018093344101170632-2,221 LDT-PCG Vsx2 Lhx4 Glut,0906 LDT-PCG Vsx2 Lhx4 Glut_1,23 P Glut,Glut,LDT,LDT,P
1018093344100890471-2,221 LDT-PCG Vsx2 Lhx4 Glut,0906 LDT-PCG Vsx2 Lhx4 Glut_1,23 P Glut,Glut,LDT,LDT,P
1018093344101180676-2,221 LDT-PCG Vsx2 Lhx4 Glut,0906 LDT-PCG Vsx2 Lhx4 Glut_1,23 P Glut,Glut,LDT,LDT,P
